Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Pacific island small states,PSS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.957315553,,,,,,,,,
Post-demographic dividend,PST,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.734505478,,5.902242597,6.132373713,5.9157454,6.507390903,6.390030962,5.866495274,5.850843908,6.309428486,6.312422973,5.980118166,5.638865145,5.304588389,5.017459634,5.425600913,7.99620479,8.309950212,7.957125159,7.960342616,7.9203586,7.398555094,6.810690656,6.43065958,5.878408717,
French Polynesia,PYF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.699999809,,,,,,,,,,,,,,11.71000004,,,,,11.73999977,,,,,,,,,,,
Qatar,QAT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.480000019,,0.870000005,0.519999981,0.310000002,0.310000002,0.449999988,0.560000002,0.479999989,0.280000001,0.200000003,0.170000002,0.150000006,0.140000001,
Romania,ROU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.260000229,,8.170000076,8.010000229,6.739999771,5.514200211,5.629199982,6.236999989,6.966700077,6.557899952,,6.94990015,7.719099998,7.174399853,7.269499779,6.413099766,5.787499905,6.85890007,6.959199905,7.177400112,6.793700218,7.096000195,6.802100182,6.811800003,5.901400089,4.92689991,
Russian Federation,RUS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.181000233,5.882999897,8.130999565,9.449000359,9.664999962,11.81299973,13.26099968,13.03600025,10.58100033,8.977999687,7.875,8.210000038,7.763000011,7.124000072,7.054999828,6.001999855,6.204999924,8.300999641,7.368800163,6.53550005,5.436299801,5.457699776,5.160099983,5.570899963,5.55880022,5.212299824,
Rwanda,RWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.800000012,,0.300000012,,,,,0.560000002,,,,,,0.889999986,,,,,,,,,,,,1.16929996,,,17.35740089,
South Asia,SAS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.933077043,,,,,,3.244416587,,,,,3.63148254,,,,,2.387350154,,2.687592291,,,,,,
Saudi Arabia,SAU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.199999809,,,,,,,4.349999905,4.570000172,4.619999886,5.269999981,5.559999943,5.820000172,6.050000191,6.25,5.730000019,5.079999924,5.380000114,5.550000191,5.769999981,5.519999981,5.570000172,5.71999979,5.590000153,5.650000095,5.889999866,
Sudan,SDN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,19.39999962,,,,,13.19999981,,12.10000038,13.10999966,,,,,,,,,,,,,,,,,,,,,,14.80000019,13,,17.43980026,,,,,,,
Senegal,SEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.650000095,,,,10.02999973,,,,,10.35999966,,,,6.757400036,,,
Singapore,SGP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,6.059999943,4.800000191,4.699999809,4.510000229,3.970000029,4.550000191,4.480000019,3.930000067,2.25999999,2.119999886,1.799999952,1.649999976,1.5,1.690000057,2.690000057,4.269999981,6.840000153,5,3.549999952,2.349999905,,2.180000067,2.210000038,2.109999895,2.200000048,3.299999952,2.25,2.00999999,3.559999943,3.920000076,,2.769999981,3.700000048,4.199999809,3.549999952,,2.789999962,2.180000067,2.24000001,2.849999905,2.069999933,1.870000005,1.789999962,1.710000038,1.690000057,1.690000057,1.799999952,,
Solomon Islands,SLB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.019999981,,,,0.693899989,,,,,
Sierra Leone,SLE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.420000076,,,,,,,,,,4.677999973,,,,
El Salvador,SLV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,3.730000019,6.789999962,13.34000015,,,,,16.95000076,8.630000114,,9.369999886,8.350000381,9.960000038,7.53000021,,9.93999958,7.679999828,7.650000095,7.679999828,7.980000019,7.099999905,6.679999828,6.960000038,6.960000038,5.730000019,6.260000229,6.050000191,7.21999979,,,5.880000114,7.329999924,4.893199921,4.30189991,3.846299887,3.692600012,4.163099766,3.999900103,4.418300152,4.385000229,
San Marino,SMR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,4.800000191,5.800000191,,,,7.199999809,6.900000095,6.900000095,6.199999809,6,5.300000191,5.5,4.300000191,4.199999809,5.099999905,3.900000095,3.900000095,5.099999905,4.400000095,4.099999905,3,2.799999952,,,,,2.109999895,1.629999995,,,4.019999981,4.369999886,5.059999943,5.190000057,6.079999924,6.610000134,7.380000114,6.449999809,,
Somalia,SOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.39999962,13.19999981,13.80000019,13.69999981,13.69999981,12.60000038,12.80000019,13.80000019,15.19999981,18.5,20.85000038,20.85000038,18.05999947,13.70479965,16.14220047,19.21759987,22.96619987,23.99990082,22.15369987,19.22340012,17.65970039,15.25739956,13.47700024,12.73270035
Sub-Saharan Africa (excluding high income),SSA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.14999962,,,,,,,,,,
Sub-Saharan Africa,SSF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,0.610000014,0.569999993,0.699999988,0.560000002,0.479999989,0.340000004,,,,,,,,,,,,,,,,,15.72999954,17.62999916,16.36000061,16.12000084,16.46999931,16.64999962,,,,,,13.59000015,,,,,,
Suriname,SUR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,16.37000084,19.53000069,,15.51000023,15.64999962,,17.28000069,15.64000034,12.69999981,8.390000343,10.88000011,10.56000042,10.63000011,13.60000038,,,,,9.489999771,,,,,8.720000267,7.150000095,7.539999962,8.100000381,6.599999905,6.940000057,7.21999979,,,
Slovak Republic,SVK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.65400028,13.10900021,11.3409996,11.89400005,12.18659973,15.94709969,19.06159973,,18.72100067,17.1196003,18.59939957,16.2560997,13.37279987,11.14340019,9.507599831,12.02540016,14.37940025,13.61740017,13.96329975,14.22049999,13.18410015,11.48079967,9.670200348,8.130999565,
Slovenia,SVN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.079999924,,8.510000229,8.239999771,7.150000095,6.907800198,6.646999836,7.388899803,7.324399948,6.917699814,5.682099819,5.921999931,6.478600025,6.011600018,6.505599976,5.950200081,4.818099976,4.370600224,5.856900215,7.236199856,8.166000366,8.840200424,10.10229969,9.667599678,8.962300301,8.000100136,6.564400196,
Sweden,SWE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,1.889999986,1.50999999,2.549999952,2.700000048,2.460000038,1.980000019,1.620000005,1.610000014,,,,,,3.140000105,3.480000019,3.069999933,2.829999924,2.230000019,2.150000095,,1.460000038,1.832000017,3.243000031,5.722000122,9.329999924,9.579999924,8.897399902,9.546699524,10.35859966,8.940799713,7.606999874,5.465899944,4.73029995,4.965099812,5.554699898,6.693099976,7.48570013,7.06580019,6.160900116,6.234799862,8.350899696,8.609700203,7.804100037,7.975699902,8.052100182,7.953499794,7.431600094,6.989999771,6.718299866,
Eswatini,SWZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.64999962,,22.5,,,,,,,,,,28.23999977,,,,,,,,,22.71769905,,
Sint Maarten (Dutch part),SXM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.35000038,,,,,,,,9.81000042,,,5.5,,,,,,4.110000134,,,3.840699911,4.151199818,3.964900017,3.714900017,
Syrian Arab Republic,SYR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,4.300000191,6.400000095,7.5,4.699999809,4.5,5.099999905,4.809999943,6.199999809,5,4.5,3.799999952,,,,4.239999771,4.699999809,,,,,5.78000021,,6.75,,7.400000095,7.5,7.199999809,,,,7.599999905,,11.63000011,11.68000031,10.27999973,,,8.170000076,8.420000076,10.93999958,8.140000343,8.609999657,,,,,,,,
Turks and Caicos Islands,TCA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.710000038,6.179999828,7.769999981,9.859999657,8.039999962,7.449999809,5.429999828,8.300000191,,,,,,,,,,
Chad,TCD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.699999988,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.607934333,2.587953528,2.543416281,2.797388314,2.970958949,3.059002886,3.169986643,3.331335582,3.538735315,3.606812436,3.593463158,3.77267875,4.336990574,4.311526187,4.293776614,4.454373183,4.346343783,4.292965514,4.395976047,4.217521397,3.92751339,3.872403021,3.819413452,3.748451305,3.758777043,,,3.734861502,
Europe & Central Asia (IDA & IBRD countries),TEC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.514110402,7.327662249,8.425236384,8.385076309,8.875434198,9.581070185,10.52388513,11.19404157,9.776429513,9.443056226,8.352421538,9.412545274,9.216474042,8.628243264,8.03522719,7.499329986,7.318754864,8.91726545,8.604561022,7.836599716,7.311559579,7.468829039,7.37199639,7.439693032,7.341681083,7.041925501,
Togo,TGO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22879982,,,,,1.98150003,,,5.468599796,2.203900099,,,
Thailand,THA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,0.189999998,0.50999999,0.430000007,0.469999999,0.449999988,0.600000024,0.899999976,0.75,0.920000017,0.930000007,1.25999999,2.660000086,2.900000095,2.900000095,4.929999828,3.5,5.769999981,3.039999962,1.389999986,2.210000038,2.630000114,1.350000024,1.49000001,1.346593142,1.100000024,1.070894122,0.872862101,3.404355526,2.968135595,2.388842106,2.599999905,1.820000052,1.539999962,1.50999999,1.350000024,1.220000029,1.179999948,1.179999948,1.49000001,0.621500015,0.660000026,0.579999983,0.489199996,0.575600028,0.596700013,0.688000023,,
Tajikistan,TJK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.400000006,1.200000048,1.700000048,2,2.599999905,2.700000048,3.200000048,3,2.700000048,2.299999952,2.5,2.400000095,2,2,2.200000048,2.5,,,,,,,,,,,
Turkmenistan,TKM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.365913109,6.03227561,,8.04623579,8.524381162,8.144217043,8.911587521,9.647779713,,9.053940454,9.962991619,9.466930615,8.492515209,8.381617453,7.180379516,7.343507899,6.681204335,7.65773015,,6.512352656,,,,,8.262956713,8.62879002,8.613039807
Timor-Leste,TLS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.300899982,,,10.9854002,,,4.657299995,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.46170394,,,,,,,,,,,13.58287944,,11.81144851,12.40465599,11.09519724,10.40613082,10.29832606,10.41672177,10.9829817,11.67797201,11.91682456,11.45149808,11.43164635,11.8054159,11.81194636,,
Tonga,TON,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.159999847,,,1.299999952,,,,,,,,,,5.179999828,,,1.090000033,,,,,,,,,,,,
South Asia (IDA & IBRD),TSA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.933077043,,,,,,3.244416587,,,,,3.63148254,,,,,2.387350154,,2.687592291,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,13.17000008,12.76000023,13.02999973,,15.39999962,15.23999977,14.98999977,,8.979999542,7.269999981,6.75,6.03000021,6.309999943,6.21999979,6.610000134,8.170000076,9.31000042,9.369999886,22.11000061,21.87999916,21.95000076,,18.52000046,19.65999985,19.80999947,18.44000053,17.21999931,16.25,15.01000023,14.21000004,13.11999989,12.10000038,10.88000011,10.39000034,10.47999954,8.329999924,7.949999809,6.269999981,5.539999962,4.630000114,5.28000021,3.774600029,3.248399973,3.453299999,2.459500074,2.224299908,2.210799932,2.972199917,,
Tunisia,TUN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.12999916,,,,,,,,15.93999958,,15.21000004,14.93999958,14.39999962,14.55000019,14.51000023,14.22999954,12.87220001,12.51010036,12.36480045,12.44349957,13.29049969,13.04889965,18.33399963,17.62960052,15.93379974,,15.21819973,15.51420021,15.37930012,
Turkey,TUR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,10.93000031,12.06000042,11.92000008,11.21000004,,,8.039999962,8.260000229,8.015000343,8.210000038,8.508999825,8.961999893,8.576999664,7.644000053,6.629000187,6.84100008,6.888000011,7.686999798,6.494999886,8.380999565,10.3579998,10.54199982,10.8380003,10.63599968,8.718299866,8.868300438,9.709899902,12.55220032,10.65970039,8.795900345,8.149499893,8.731900215,9.879799843,10.23600006,10.83860016,10.81919956,
Tuvalu,TUV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.53000021,,,,,,,,,,,,,,8.489100456,,
Tanzania,TZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.599999905,,,,,,,,,,2.994400024,3.599999905,,,,3.299400091,,,2.5,,3.470000029,,2.930000067,2.124900103,,,,
Uganda,UGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.939999998,0.920000017,,,,,,,,,,,3.599999905,,1.899999976,,,,3.599999905,,,3.550800085,1.909999967,,,,9.43999958,
Ukraine,UKR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.619999886,7.650000095,8.930000305,11.31999969,11.86429977,11.70720005,11.06089973,10.13560009,9.056799889,8.590000153,7.179999828,6.810400009,6.350500107,6.36289978,8.840000153,8.100000381,7.860000134,7.53000021,7.170000076,9.270000458,9.100000381,9.300000191,9.5,
Upper middle income,UMC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.272799102,3.191372707,3.520408749,3.689264455,4.123930541,4.685819135,4.671488354,4.818557959,5.215493089,5.405247035,5.057708878,5.654247113,6.116027503,6.163741477,5.873986827,5.875100909,5.51893914,5.393930277,5.336551814,5.899181278,5.422532048,5.36258488,5.18404559,5.06745968,5.09897022,,,5.85890073,
Uruguay,URY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,7.5,7.599999905,7.699999809,8.899999619,8.100000381,,,,,,7.300000191,6.599999905,11.69999981,,9.93999958,,10.69999981,9.100000381,,,8.529999733,8.949999809,8.960000038,8.350000381,9.039999962,10.02000046,,11.43999958,9.779999733,11.28999996,13.32999992,14.89999962,16.90999985,16.35000038,12.97949982,12.00879955,10.84360027,9.403400421,8.025500298,7.740099907,7.158199787,6.307099819,6.451300144,6.443699837,6.547399998,7.48789978,7.840600014,7.8895998,
United States,USA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.5,6.699999809,5.5,5.699999809,5.199999809,4.5,3.799999952,3.799999952,3.599999905,3.5,4.900000095,5.900000095,5.599999905,4.900000095,5.599999905,8.5,7.699999809,7.099999905,6.099999905,5.800000191,7.099999905,7.599999905,9.699999809,9.600000381,7.5,7.199999809,7,6.199999809,5.5,5.300000191,5.599999905,6.800000191,7.5,6.900000095,6.118700027,5.650400162,5.451099873,5.000299931,4.510499954,4.218800068,3.992000103,4.731299877,5.783199787,5.988699913,5.528600216,5.083499908,4.623000145,4.622099876,5.784200191,9.254199982,9.633399963,8.949199677,7.901299953,7.374899864,6.167500019,5.28000021,4.86920023,4.355199814,3.89560008
Uzbekistan,UZB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000003,0.400000006,0.400000006,0.400000006,,,,,0.400000006,0.400000006,0.400000006,0.300000012,0.400000006,0.300000012,0.200000003,,,5.039999962,5.360000134,4.960000038,4.869999886,4.860000134,5.090000153,5.150000095,5.159999847,5.829999924,
St. Vincent and the Grenadines,VCT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,23.5,,,,,,,,,,,19.77000046,,,,,,,,,,21.10000038,,,,,,,18.79000092,,,,,,,,,,
"Venezuela, RB",VEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,7.010000229,6.340000153,5.110000134,4.980000019,5.809999943,5.889999866,7,8.050000191,11.48999977,12.85999966,13.15999985,10.93000031,9.100000381,7.28000021,9.739999771,13.96000004,,,,8.56000042,10.23999977,11.77000046,,,,,8.829999924,16.17000008,16.78000069,,10.66259956,8.605799675,7.279099941,6.245100021,6.097400188,7.112199783,6.901800156,6.600599766,,,,,,
British Virgin Islands,VGB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.289999962,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.929999948,2.869999886,2.289999962,2.329999924,2.25999999,2.75999999,2.119999886,2.25,2.140000105,,,,,1.736799955,1.113600016,0.999300003,1.026900053,1.252500057,1.256100059,1.858500004,1.851500034,1.886199951,
Vanuatu,VUT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.564700127,,,,,,,,,
World,WLD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4845335,,,,,,5.094026568,,,,,5.495495203,,,,6.24497694,5.383904605,5.835736754,5.346627412,,,,,,
Samoa,WSM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.099999905,,,,,,,,,,4.960000038,,,,,1.289999962,,,,,5.679999828,8.751999855,,8.720000267,,,14.47189999,
Kosovo,XKX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,55,49.70000076,39.70000076,41.40000153,44.90000153,46.29999924,47.5,45.40000153,,,30.74349976,,35.15000153,32.93000031,27.46999931,,
"Yemen, Rep.",YEM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.340000153,,,,,11.46000004,,,,,16.22999954,16.04999924,15.69999981,15.32999992,14.97000027,14.63000011,17.81999969,,,,13.46710014,,,,
South Africa,ZAF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25.37000084,30.22929955,30.89599991,33.47330093,32.45569992,29.57600021,29.25309944,28.48929977,26.66620064,22.4326992,23.53829956,24.6928997,24.65299988,24.73159981,24.56879997,24.89760017,25.15600014,26.55069923,27.07110023,26.92000008
Zambia,ZMB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,18.89999962,,19.70000076,,,15.30000019,,12,,12.93000031,,,,,15.89999962,,,7.929999828,,13.18999958,,7.849999905,,,,,11.62580013,
Zimbabwe,ZWE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,10.80000019,,,,,7.179999828,,,,,,,4.960000038,,,6.929999828,,6,,,,,4.389999866,,,,,,,5.368100166,,,11.31999969,,,,
